x_id,y_id,context,response,p_xy,p_x,p_y,context_paraphrased,response_paraphrased
1,15,I feel sad today.,Sounds like you are thrilled.,0.0024316225265463387,0.07174537302890012,0.07825364931356771,I feel sad today.,It sounds like you're absolutely buzzing with excitement!
19,19,I feel confused today.,Sounds like you are confused.,0.013150256130707185,0.01602835315688053,0.016595341860360227,I am experiencing some confusion today.,You seem a bit mixed up.
9,5,I feel tired today.,Sounds like you are bored.,0.0017404008802378711,0.012692772713003814,0.046158482927397666,I am experiencing fatigue today.,"Oh, it sounds like you might be feeling a little bored! Don't worry, that happens to everyone sometimes."
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,What a wonderfully happy day it is!,It sounds as though you are experiencing joy.
1,7,I feel sad today.,Sounds like you are calm.,0.0013719106196619626,0.07174537302890012,0.1603112088778384,"Oh, I'm feeling a little down in the dumps today.",It sounds like you're feeling nice and relaxed.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,"Today's a good day, I'm feeling pretty content.",Looks like you're happy with that.
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am experiencing a general sense of ennui today.,It appears you are experiencing a lack of engagement.
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I'm just buzzing with excitement today!,It appears you are quite enthusiastic.
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am experiencing a sense of ennui today.,You sound like you're bored out of your mind.
4,4,I feel relaxed today.,Sounds like you are relaxed.,0.005430303967539691,0.006937281512503591,0.01064009719240613,I am feeling quite at ease today.,It appears you are feeling quite relaxed.
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,I am experiencing a feeling of sadness today.,"Oh, it sounds like you're feeling a little down right now. I'm here for you."
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm feeling pretty stoked today.,You sound super stoked!
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I am experiencing a feeling of joy today.,It appears you are experiencing a state of joy.
1,5,I feel sad today.,Sounds like you are bored.,0.0014904529588760174,0.07174537302890012,0.046158482927397666,"Ugh, feeling a bit down today.",It appears you are experiencing a lack of engagement.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am experiencing a sense of satisfaction today.,It appears you are satisfied.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm feeling so happy and upbeat today!,It appears you are experiencing a degree of enthusiasm.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling so happy today!,It sounds like you are experiencing a great deal of joy.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I am experiencing a heightened sense of enthusiasm today.,You sound pretty pumped!
7,19,I feel calm today.,Sounds like you are confused.,0.000980951692456037,0.16767213011383372,0.016595341860360227,I'm feeling pretty chill today.,It appears that you are experiencing some confusion.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling so happy today!,It appears you are experiencing a state of joy.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I'm feeling a bit jittery today.,It appears you are experiencing a degree of apprehension.
3,5,I feel nervous today.,Sounds like you are bored.,0.0005937271875018635,0.08475461434852766,0.046158482927397666,"Ugh, I'm kinda feeling the jitters today.","Oh, it sounds like you might be feeling a little bit bored!"
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,"Man, I'm wiped out today.",You sound a little tired.
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I am experiencing a profound sense of elation today.,It appears you are quite enthusiastic about this.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a sense of tranquility today.,It sounds like you're in a really peaceful mood!
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling pretty chilled out today.,It sounds like you've found your calm!
12,8,I feel disappointed today.,Sounds like you are excited.,0.0012622901522064704,0.04292780429058317,0.09912210146699234,I am experiencing a sense of disappointment today.,It appears you are expressing a great deal of enthusiasm.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I am experiencing a feeling of excitement today.,It appears you are expressing enthusiasm.
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,I am experiencing a somber mood today.,It appears you are experiencing sadness.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am experiencing a sense of nervousness today.,"You sound a little nervous, huh?"
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling pretty good today.,It appears we have met your requirements.
12,12,I feel disappointed today.,Sounds like you are disappointed.,0.02281493041821502,0.04292780429058317,0.023552390565437724,I am experiencing a feeling of disappointment today.,"Oh no, it sounds like you're feeling a bit down about it."
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,I am experiencing a feeling of sadness today.,It sounds like you're feeling a bit down.
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am experiencing a sense of tedium today.,"Oh, it sounds like you might be feeling a little bored! Let's see if we can find something fun to spark your interest!"
5,13,I feel bored today.,Sounds like you are satisfied.,0.0001130939978228524,0.03622373035898613,0.15535153731228526,I'm kinda bored today.,It appears you are pleased.
12,13,I feel disappointed today.,Sounds like you are satisfied.,0.005063102162989895,0.04292780429058317,0.15535153731228526,"Ugh, feeling a bit bummed out today.",Your satisfaction is noted.
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,I am experiencing a feeling of sadness today.,It appears you are experiencing sadness.
3,0,I feel nervous today.,Sounds like you are happy.,0.0006906895549250423,0.08475461434852766,0.021245910386552398,I am experiencing a degree of apprehension today.,It appears you are expressing satisfaction.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am feeling quite content today.,It appears you are satisfied.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I'm a bit jumpy today.,You sound a bit jumpy.
12,12,I feel disappointed today.,Sounds like you are disappointed.,0.02281493041821502,0.04292780429058317,0.023552390565437724,"Ugh, I'm feeling pretty bummed out today.","Yeah, you sound pretty bummed out."
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am feeling quite serene today.,It sounds like you're feeling really at peace.
2,14,I feel angry today.,Sounds like you are sleepy.,0.0027833088182537655,0.016514455484859854,0.11220020935098385,I am experiencing a feeling of anger today.,You sound a little sleepy! 😊
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling pretty chill today.,It appears you are experiencing a sense of calm.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am experiencing a sense of satisfaction today.,It sounds like you're feeling really happy with things!
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,I am feeling a bit tired today.,It appears you are experiencing drowsiness.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,"Man, I'm beat today.",You sound a bit sleepy there!
7,14,I feel calm today.,Sounds like you are sleepy.,0.004780024006826561,0.16767213011383372,0.11220020935098385,I am experiencing a sense of calm today.,You sound like you could use some rest!
12,12,I feel disappointed today.,Sounds like you are disappointed.,0.02281493041821502,0.04292780429058317,0.023552390565437724,"Oh, I'm feeling a little down in the dumps today.","Aw man, you sound bummed out."
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am experiencing a feeling of ennui today.,It appears you are experiencing a state of ennui.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am feeling quite at ease today.,It appears you are feeling serene.
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I am feeling quite pleased today.,It appears you are quite enthusiastic.
0,13,I feel happy today.,Sounds like you are satisfied.,0.0011266461717857183,0.015657114770422868,0.15535153731228526,I'm feelin' good today.,It appears you are quite content with the outcome.
1,15,I feel sad today.,Sounds like you are thrilled.,0.0024316225265463387,0.07174537302890012,0.07825364931356771,I am experiencing a feeling of sadness today.,It sounds like you're absolutely buzzing!
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am experiencing a sense of boredom today.,It appears you may be experiencing some boredom.
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,I'm feeling a bit down today.,I understand you may be feeling sad.
3,4,I feel nervous today.,Sounds like you are relaxed.,0.00012545651527300327,0.08475461434852766,0.01064009719240613,"Ugh, I'm feeling a bit jittery today.",It appears you are feeling quite relaxed.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling wonderfully cheerful today!,You sound happy!
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I am experiencing a feeling of great enthusiasm today.,It appears you are expressing enthusiasm.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,"Man, I'm beat today.",You sound tired.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,I'm feeling a bit sleepy today.,It would appear you are experiencing drowsiness.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am feeling quite serene today.,You seem pretty chilled out.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a sense of tranquility today.,You appear to be composed.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling so peaceful and relaxed today!,It appears you are exhibiting a calm demeanor.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling pretty good today.,It sounds as though you are experiencing a great deal of joy.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling so wonderfully peaceful and relaxed today!,It appears you are experiencing a state of calmness.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling absolutely wonderful today!,You sound happy!
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm feeling so happy and a little bit buzzed today!,It appears you are quite enthusiastic.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I am experiencing a sense of joy today.,You sound so happy!
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm feeling pretty stoked today.,It is apparent that you are experiencing a significant degree of enthusiasm.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling pretty chill today.,You sound pretty chill.
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I'm feeling super stoked today!,It appears you are quite enthusiastic.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am feeling quite content at the moment.,It appears you are pleased with the outcome.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I'm feeling a bit jittery today.,It appears you are exhibiting signs of nervousness.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,I'm feeling kinda sleepy today.,It appears you may be feeling quite tired.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I am experiencing a considerable degree of enthusiasm today.,It sounds like you are quite enthusiastic.
15,5,I feel thrilled today.,Sounds like you are bored.,0.00011911670991469359,0.06384767971676732,0.046158482927397666,I am experiencing a feeling of great joy today.,It appears you are experiencing a lack of engagement.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am experiencing a sense of contentment today.,It appears that you are satisfied with the outcome.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm feeling so good today!,It sounds like you're buzzing with excitement!
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,I am experiencing a feeling of sadness today.,"Oh, it sounds like you're feeling a bit down. Is everything okay?"
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,"Today, I am experiencing a feeling of calm.",Your demeanor suggests a state of composure.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I am experiencing a sense of joy today.,You sound really happy!
11,15,I feel joyful today.,Sounds like you are thrilled.,0.0029932777666524463,0.12263429071470407,0.07825364931356771,I'm feeling pretty good today!,"Oh, it sounds like you're absolutely buzzing with excitement!"
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a sense of tranquility today.,Your demeanor appears composed.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am feeling a little apprehensive today.,It appears you might be feeling a bit apprehensive.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,I am experiencing a degree of somnolence today.,You sound a little tuckered out.
19,5,I feel confused today.,Sounds like you are bored.,0.000496489229832869,0.01602835315688053,0.046158482927397666,I am feeling a bit unclear today.,It appears you may be experiencing a degree of boredom.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I am experiencing a sense of joy today.,That's wonderful to hear! It sounds like you're having a really joyful time.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am experiencing a degree of apprehension today.,It appears you may be feeling a bit anxious.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling so wonderfully peaceful and relaxed today!,You sound pretty chill.
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,"Oh, pal, feeling a bit down today, huh? I'm sending you a big hug.",It appears you are experiencing a state of sadness.
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I am experiencing a sense of deep joy and excitement today.,It appears that you are expressing considerable enthusiasm.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am experiencing a feeling of nervousness today.,"Whoa, you sound a little jittery there."
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,Feeling pretty good today!,It is wonderful to hear that you are experiencing such joy.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a sense of calm today.,It appears you are feeling quite calm.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling pretty happy today.,You sound super happy!
12,12,I feel disappointed today.,Sounds like you are disappointed.,0.02281493041821502,0.04292780429058317,0.023552390565437724,"Oh, I'm feeling a little down in the dumps today.",It appears you are experiencing disappointment.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,I am feeling rather tired today.,It appears you may be feeling rather tired.
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am experiencing a feeling of ennui today.,"Oh, it sounds like you might be feeling a little bored, huh? Let's see if we can find something fun to spark your interest!"
0,0,I feel happy today.,Sounds like you are happy.,0.011122449390341748,0.015657114770422868,0.021245910386552398,I am experiencing a sense of contentment today.,You sound pretty pleased!
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am experiencing some trepidation today.,"Oh, it sounds like you might be feeling a little bit nervous there! Let's take a deep breath together."
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I'm feeling so happy and excited today!,It sounds like you're absolutely buzzing with excitement!
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,I am experiencing a bit of drowsiness today.,It appears you are experiencing drowsiness.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling pretty darn happy today!,You sound super happy!
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I am experiencing a feeling of joy today.,It appears you are experiencing a sense of joy.
12,12,I feel disappointed today.,Sounds like you are disappointed.,0.02281493041821502,0.04292780429058317,0.023552390565437724,"Ugh, I'm feeling a bit bummed out today.",It appears you may be experiencing some disappointment.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am experiencing apprehension today.,You sound a little jittery.
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I am experiencing a feeling of great delight today.,It appears you are expressing considerable enthusiasm.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I am experiencing a sense of excitement today.,It appears you are expressing enthusiasm.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a sense of tranquility today.,It appears you are feeling calm.
11,1,I feel joyful today.,Sounds like you are sad.,0.0001761396831970908,0.12263429071470407,0.04672816852888273,I am experiencing a feeling of joy today.,It appears you might be feeling a bit sad.
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,"Ugh, feeling a bit down today.",It appears you are experiencing a state of sadness.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am feeling a little apprehensive today.,It appears you may be feeling a bit nervous.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling pretty good today.,It appears you are pleased.
1,14,I feel sad today.,Sounds like you are sleepy.,0.007744595874666983,0.07174537302890012,0.11220020935098385,I am experiencing a feeling of sadness today.,You sound like you're ready for a cozy nap!
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling so happy today!,It appears you are experiencing a state of joy.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,"Today, I am experiencing a sense of calm.",It appears you are feeling calm at the moment.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling so wonderfully peaceful and serene today!,It appears you are exhibiting a composed demeanor.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling pretty chill today.,You appear to be composed.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am feeling quite serene today.,It appears you are feeling quite tranquil.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling really good today!,It appears you are quite satisfied.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling so peaceful and relaxed today!,Your demeanor appears composed.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I am experiencing a feeling of joy today.,It would appear you are experiencing a sentiment of joy.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm so thrilled today!,It appears you are experiencing a high level of enthusiasm.
12,12,I feel disappointed today.,Sounds like you are disappointed.,0.02281493041821502,0.04292780429058317,0.023552390565437724,I am feeling a bit disappointed today.,"Oh, it sounds like you might be feeling a little disappointed."
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I'm feeling so happy and excited today!,Sounds like you're stoked!
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am experiencing a sense of contentment today.,It appears you are pleased.
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am experiencing a sense of ennui today.,"Oh, it sounds like you might be feeling a little bit bored, doesn't it?"
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,I am experiencing a low mood today.,"Oh, it sounds like you're feeling a little down right now, doesn't it?"
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a state of tranquility today.,Your demeanor appears to be composed.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling so happy today!,You sound happy!
1,1,I feel sad today.,Sounds like you are sad.,0.04552833081239757,0.07174537302890012,0.04672816852888273,"Ugh, feeling a bit down today.",It sounds as though you may be feeling a bit sad.
8,13,I feel excited today.,Sounds like you are satisfied.,0.001332721085244164,0.09833330819822829,0.15535153731228526,I am experiencing a sense of exhilaration today.,It sounds like you're feeling really happy with things!
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I am experiencing a sense of elation today.,It is wonderful to hear that you are experiencing joy.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a state of tranquility today.,It sounds like you're feeling nice and relaxed!
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling pretty good today.,It appears you are content.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I'm feeling a bit jittery today.,It appears you are experiencing nervousness.
1,13,I feel sad today.,Sounds like you are satisfied.,0.004974214544806148,0.07174537302890012,0.15535153731228526,I am experiencing a feeling of sadness today.,It appears you are satisfied.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling pretty good today.,Looks like you're happy with it.
8,13,I feel excited today.,Sounds like you are satisfied.,0.001332721085244164,0.09833330819822829,0.15535153731228526,I'm feeling pretty stoked today.,It appears that you are satisfied.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling pretty good today.,It sounds like you're happy with how things turned out!
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I am experiencing a sense of excitement today.,It sounds like you're really looking forward to this!
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a sense of tranquility today.,It sounds like you're feeling nice and relaxed!
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,"Man, I'm feeling super sleepy today.","Aw, it sounds like you're feeling a bit sleepy! 😊"
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am feeling content today.,It appears you are satisfied with the outcome.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling really good today!,It appears you are satisfied with the outcome.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I'm feeling so peaceful and relaxed today!,You sound pretty chill.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,I'm feeling pretty happy today!,It is delightful to hear that you are experiencing joy.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a sense of tranquility today.,You sound pretty chill.
2,4,I feel angry today.,Sounds like you are relaxed.,0.0007204747973659298,0.016514455484859854,0.01064009719240613,"Ugh, I'm so mad today.",It appears you are feeling quite relaxed.
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I'm feeling so happy and excited today!,It is evident that you are experiencing significant enthusiasm.
3,3,I feel nervous today.,Sounds like you are nervous.,0.0765850380316523,0.08475461434852766,0.07970537285704872,I am experiencing a degree of apprehension today.,"It sounds like you might be feeling a little nervous, and that's totally understandable!"
15,15,I feel thrilled today.,Sounds like you are thrilled.,0.06246917357669738,0.06384767971676732,0.07825364931356771,I am experiencing a sense of elation today.,You sound super pumped!
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm feeling so happy and full of excitement today!,You sound pumped!
3,14,I feel nervous today.,Sounds like you are sleepy.,0.0028727141277858047,0.08475461434852766,0.11220020935098385,I am experiencing some apprehension today.,It appears you may be experiencing fatigue.
11,11,I feel joyful today.,Sounds like you are joyful.,0.10262113222838073,0.12263429071470407,0.1039303610245043,"Today, I am experiencing a sense of joy.",It sounds as though you are experiencing a great deal of joy.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,"Man, I'm feeling pretty wiped out today.",You sound like you could use a nap!
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I am pleased with the day's proceedings.,It appears you are content.
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling pretty good today.,"Awesome, glad to hear it!"
12,12,I feel disappointed today.,Sounds like you are disappointed.,0.02281493041821502,0.04292780429058317,0.023552390565437724,I am experiencing disappointment today.,"Oh dear, it sounds like you're feeling a bit disappointed, and I'm so sorry to hear that."
13,13,I feel satisfied today.,Sounds like you are satisfied.,0.12842150700667673,0.1296827869100335,0.15535153731228526,I'm feeling really good today!,It appears you are satisfied.
14,14,I feel sleepy today.,Sounds like you are sleepy.,0.08176923815854698,0.08300759416796515,0.11220020935098385,I am experiencing somnolence today.,It appears you may be feeling a bit tired.
7,7,I feel calm today.,Sounds like you are calm.,0.15356083156742012,0.16767213011383372,0.1603112088778384,I am experiencing a state of tranquility today.,Your demeanor appears to be composed.
8,8,I feel excited today.,Sounds like you are excited.,0.09185522276145229,0.09833330819822829,0.09912210146699234,I'm feeling so good today!,It appears you are expressing enthusiasm.
5,5,I feel bored today.,Sounds like you are bored.,0.03513395329608976,0.03622373035898613,0.046158482927397666,I am feeling a bit uninspired today.,It appears you may be experiencing a sense of boredom.
